sample_index,model,prob_basal,prob_her2,prob_luminal_A,prob_luminal_B,prob_normal
0,Logistic Regression,0.0001438086765119806,0.0008894587517715991,0.9566395878791809,0.038908250629901886,0.0034187932033091784
1,Logistic Regression,0.0020114590879529715,0.09448555111885071,0.019287560135126114,0.8834146857261658,0.000800797191914171
2,Logistic Regression,0.9735548496246338,0.00034472154220566154,2.9827556318196002e-06,8.092813914117869e-06,0.026089293882250786
3,Logistic Regression,0.15842397511005402,0.00024333801411557943,0.0024906930048018694,1.2406493624439463e-05,0.8388295769691467
4,Logistic Regression,0.9999042749404907,5.4655269195791334e-05,1.9556782859808663e-09,3.7384734241641127e-06,3.727549483301118e-05
5,Logistic Regression,2.172989752580179e-06,0.00023136078380048275,0.005855837371200323,0.993910551071167,1.0016928797540459e-07
6,Logistic Regression,0.0006405126769095659,0.0833866223692894,0.19984184205532074,0.7151479721069336,0.000983064528554678
7,Logistic Regression,0.0022508278489112854,0.004699635785073042,3.555201692506671e-05,0.9929835796356201,3.0448367397184484e-05
8,Logistic Regression,3.214783816929412e-07,9.586257192495395e-07,0.9692822694778442,1.2797508475159702e-07,0.030716337263584137
9,Logistic Regression,0.999763548374176,0.00012718756624963135,1.8555107672568738e-08,7.545728294644505e-06,0.00010180780373048037
10,Logistic Regression,1.788313966244459e-05,0.0006228105630725622,0.9902505874633789,4.744223770103417e-05,0.009061314165592194
11,Logistic Regression,0.9993276596069336,0.000536937965080142,1.1860223914084145e-08,8.957760292105377e-05,4.588556112139486e-05
12,Logistic Regression,9.959624730981886e-05,0.004863827023655176,0.8937240839004517,0.10110023617744446,0.00021219598420429975
13,Logistic Regression,7.763948815409094e-06,0.0038737093564122915,0.738765299320221,0.2573261260986328,2.708145802898798e-05
14,Logistic Regression,1.7422933069610735e-06,0.0005005753482691944,0.2218782901763916,0.7776169776916504,2.415094513708027e-06
15,Logistic Regression,0.007092285435646772,0.012234683148562908,0.26137465238571167,0.7140563130378723,0.005242116283625364
16,Logistic Regression,3.4497691103752004e-07,4.372818875708617e-05,0.9995414018630981,0.00014317466411739588,0.0002713474095799029
17,Logistic Regression,0.0014738256577402353,0.6250225901603699,0.21989667415618896,0.15265676379203796,0.0009501365129835904
18,Logistic Regression,5.451639140119369e-07,1.4018115734870662e-06,0.8157162666320801,1.307025314645216e-07,0.18428173661231995
19,Logistic Regression,4.2580108129186556e-05,0.0007641097763553262,0.9909221529960632,0.008153384551405907,0.00011781369539676234
20,Logistic Regression,3.959165439937351e-09,1.3832987860951107e-05,0.997927188873291,0.0020572838839143515,1.6349910083590657e-06
21,Logistic Regression,3.5422242945060134e-05,0.00011418770009186119,0.4902048408985138,3.803970230364939e-06,0.5096417665481567
